Symbol,Date,Open,High,Low,Close,Volume
AACG,21-Apr-2020,0.78,0.7801,0.702,0.7702,10300
AAL,21-Apr-2020,10.8,11.22,10.7,11,49882200
AAME,21-Apr-2020,1.85,1.85,1.67,1.67,7600
AAOI,21-Apr-2020,8.15,8.5021,8.1,8.28,754900
AAON,21-Apr-2020,44.86,46.13,44.51,44.8,159800
AAPL,21-Apr-2020,276.28,277.25,265.43,268.37,45247800
AAWW,21-Apr-2020,25.12,27.15,24.13,26.93,800500
AAXJ,21-Apr-2020,61.76,61.895,61.2,61.2,663000
AAXN,21-Apr-2020,74.75,76.41,69.65,70.6,849600
ABCB,21-Apr-2020,21.42,22.72,21.14,22.48,360000
ABEO,21-Apr-2020,2.48,2.4999,2.32,2.37,994200
ABIO,21-Apr-2020,4.12,4.42,3.8,3.98,20900
ABMD,21-Apr-2020,164.4,167.78,161.99,164.5,391000
ABTX,21-Apr-2020,21.39,22.29,21.11,21.91,87300
ABUS,21-Apr-2020,1.23,1.24,1.13,1.195,498200
ACAD,21-Apr-2020,48.99,49.44,47.1,47.84,1046200
ACAM,21-Apr-2020,9.94,9.94,9.94,9.94,0
ACAMU,21-Apr-2020,10.25,10.25,10.25,10.25,0
ACAMW,21-Apr-2020,0.5,0.5,0.5,0.5,0
ACBI,21-Apr-2020,10.47,10.92,10.44,10.86,34600
ACER,21-Apr-2020,1.9,2.01,1.806,1.94,20700
ACGL,21-Apr-2020,25.71,26.08,25.18,25.29,1998000
ACGLO,21-Apr-2020,24.62,24.85,24.512,24.6,31600
ACGLP,21-Apr-2020,24.45,24.45,23.9,23.9,54000
ACHC,21-Apr-2020,22.01,22.85,21.55,22.33,771600
ACHV,21-Apr-2020,0.39,0.39,0.34,0.3599,581200
ACIA,21-Apr-2020,67.85,68.23,67.63,68,466100
ACIU,21-Apr-2020,7.53,7.76,7.309,7.58,67000
ACIW,21-Apr-2020,25.06,25.38,23.67,24.06,709900
ACLS,21-Apr-2020,20.97,21.23,19.86,20.15,220900
ACMR,21-Apr-2020,35.5,35.8,32.7708,33.33,343600
ACNB,21-Apr-2020,23.5,24.04,22.73,23.8,15600
ACOR,21-Apr-2020,1.2,1.3,1.1,1.115,1274700
ACRS,21-Apr-2020,1.14,1.14,1.02,1.1,183700
ACRX,21-Apr-2020,1.49,1.49,1.36,1.43,1360200
ACST,21-Apr-2020,0.5896,0.5896,0.5243,0.5346,1618900
ACT,21-Apr-2020,20.54,20.54,20.4323,20.4369,1500
ACTG,21-Apr-2020,2.48,2.65,2.44,2.63,170900
ACWI,21-Apr-2020,65.6,65.93,64.67,64.77,6007600
ACWX,21-Apr-2020,38.27,38.5199,37.9299,38.01,2826200
ADAP,21-Apr-2020,3.54,3.67,3.43,3.62,112900
ADBE,21-Apr-2020,340.9,342.763,325.21,328.99,3548200
ADES,21-Apr-2020,6.31,6.34,6,6.13,131100
ADI,21-Apr-2020,98.06,99.07,96.05,96.47,4028100
ADIL,21-Apr-2020,1.41,1.4523,1.35,1.43,35600
ADILW,21-Apr-2020,0.2994,0.2994,0.2994,0.2994,0
ADMA,21-Apr-2020,2.78,2.84,2.55,2.67,1973200
ADMP,21-Apr-2020,0.355,0.3698,0.3163,0.331,2922900
ADMS,21-Apr-2020,3.47,3.54,3.21,3.35,272900
ADP,21-Apr-2020,137.21,137.64,133.2,133.61,2178000
ADPT,21-Apr-2020,29.28,29.95,28,29.64,526600
ADRE,21-Apr-2020,34.95,35.06,34.6,34.8893,6800
ADRO,21-Apr-2020,3.07,3.11,2.86,2.95,346900
ADSK,21-Apr-2020,175.96,177.16,166.86,170.02,2331900
ADTN,21-Apr-2020,9.42,9.569,8.64,8.67,258700
ADUS,21-Apr-2020,77.73,78.83,76.39,77.33,139500
ADVM,21-Apr-2020,13.65,14.02,12.31,12.43,1364800
ADXN,21-Apr-2020,8.5,8.5,8.5,8.5,0
ADXS,21-Apr-2020,0.65,0.65,0.58,0.61,1030800
AEGN,21-Apr-2020,13.65,14.15,13.53,13.77,70300
AEHR,21-Apr-2020,1.68,1.68,1.6003,1.64,23400
AEIS,21-Apr-2020,49.5,49.93,46.98,47.69,232300
AEMD,21-Apr-2020,1.43,1.5,1.43,1.49,138900
AERI,21-Apr-2020,14.54,14.75,13.7106,13.83,616600
AESE,21-Apr-2020,2.43,2.459,2.08,2.1,34200
AEY,21-Apr-2020,2.37,2.37,2.17,2.22,53300
AEYE,21-Apr-2020,6.91,7.7,6.855,7.16,90700
AEZS,21-Apr-2020,0.8223,0.8245,0.761,0.779,91700
AFH,21-Apr-2020,0.35,0.3607,0.3421,0.36,26600
AFIN,21-Apr-2020,6.3,6.63,6.21,6.4,390500
AFINP,21-Apr-2020,18.8,18.8,18.09,18.5,43000
AFMD,21-Apr-2020,2.18,2.3,2.17,2.2,582800
AFYA,21-Apr-2020,18.25,18.83,17.77,18.66,163300
AGBA,21-Apr-2020,10.2209,10.2209,10.2209,10.2209,0
AGBAR,21-Apr-2020,0.12,0.12,0.12,0.12,0
AGBAW,21-Apr-2020,0.0508,0.0508,0.0508,0.0508,0
AGEN,21-Apr-2020,2.85,2.95,2.65,2.83,5271000
AGFS,21-Apr-2020,1.66,1.73,1.57,1.69,56100
AGFSW,21-Apr-2020,0.008,0.008,0.008,0.008,0
AGIO,21-Apr-2020,46.35,46.99,44.35,45.4,816700
AGLE,21-Apr-2020,5.1,5.56,5.1,5.45,55800
AGMH,21-Apr-2020,16.51,16.56,16.43,16.45,2800
AGNC,21-Apr-2020,11.7,12.5,11.61,12.355,11371500
AGNCM,21-Apr-2020,21.72,22.1979,21.15,22.19,28500
AGNCN,21-Apr-2020,22.6,23.06,22.01,22.95,46900
AGNCO,21-Apr-2020,21.4,21.87,20.95,21.8,110500
AGNCP,21-Apr-2020,21,21.5,20.56,21.38,130500
AGRX,21-Apr-2020,2.16,2.215,2.065,2.1,1425200
AGTC,21-Apr-2020,3.94,4.0669,3.8498,3.91,99700
AGYS,21-Apr-2020,16.84,16.84,15.51,16.26,210300
AGZD,21-Apr-2020,46.81,47.3699,46.755,46.755,9800
AHCO,21-Apr-2020,14.01,15.07,13.6,14.91,361500
AHPI,21-Apr-2020,13.85,14.07,13,13.15,154000
AIA,21-Apr-2020,57.42,57.49,56.7581,56.91,79800
AIH,21-Apr-2020,8.7,9.23,8.7,8.92,98600
AIHS,21-Apr-2020,0.4486,0.4486,0.408,0.425,58200
AIKI,21-Apr-2020,0.862,0.92,0.755,0.76,11973800
AIMC,21-Apr-2020,17.6,18.17,17.37,18.03,467600
AIMT,21-Apr-2020,16.4,17.05,16.08,16.11,1074900
AINV,21-Apr-2020,7.3,7.58,7.2,7.38,417600
AIQ,21-Apr-2020,17.08,17.08,16.55,16.6821,11600
AIRG,21-Apr-2020,7.2,7.3573,7.16,7.2,51700
AIRR,21-Apr-2020,19.65,19.8458,19.5021,19.7601,9300
AIRT,21-Apr-2020,13.09,13.09,12.28,12.312,1900
AIRTP,21-Apr-2020,20.56,20.56,20.56,20.56,0
AIRTW,21-Apr-2020,0.0895,0.0895,0.07,0.07,1800
AKAM,21-Apr-2020,106.23,107.391,101.74,103.36,1462500
AKBA,21-Apr-2020,7.26,7.42,7,7.1,840700
AKCA,21-Apr-2020,17.13,17.13,16.26,16.72,126000
AKER,21-Apr-2020,3.64,3.69,3.34,3.46,403600
AKRO,21-Apr-2020,21.5,21.99,19.98,20.83,111200
AKTS,21-Apr-2020,7.47,7.7199,7.15,7.24,516300
AKTX,21-Apr-2020,1.53,1.6,1.495,1.58,44100
ALAC,21-Apr-2020,10.5,10.5,10.5,10.5,100
ALACR,21-Apr-2020,0.178,0.178,0.178,0.178,0
ALACW,21-Apr-2020,0.0363,0.037,0.0359,0.0359,10400
ALBO,21-Apr-2020,17.74,18.13,17,17.43,61400
ALCO,21-Apr-2020,27.14,27.46,26.17,26.2,34700
ALDX,21-Apr-2020,2.75,2.7744,2.5,2.54,289800
ALEC,21-Apr-2020,24.45,25.03,23.2,23.92,199700
ALGN,21-Apr-2020,191.08,193.82,184.67,187.26,1051000
ALGT,21-Apr-2020,70,72.75,69.0939,72.72,185600
