Symbol,Date,Open,High,Low,Close,Volume
AACG,06-Dec-2019,1.72,1.72,1.6,1.649,12000
AAL,06-Dec-2019,27.5,27.96,27.47,27.725,6094100
AAME,06-Dec-2019,1.7,2,1.7,1.96,11900
AAOI,06-Dec-2019,10.58,10.78,10.355,10.37,353800
AAON,06-Dec-2019,49.61,50.59,49.61,50.3,214500
AAPL,06-Dec-2019,267.48,271,267.3,270.71,26547400
AAWW,06-Dec-2019,25.02,26.1,25.02,26.06,467500
AAXJ,06-Dec-2019,70.23,70.26,70.09,70.24,509300
AAXN,06-Dec-2019,73.58,74.255,71.68,71.87,609600
ABCB,06-Dec-2019,43.8,44.16,43.31,43.41,346500
ABDC,06-Dec-2019,8.94,9.01,8.93,9,39900
ABEO,06-Dec-2019,2.81,3.04,2.59,3,1668000
ABIO,06-Dec-2019,5.45,5.75,5.3,5.3,34100
ABMD,06-Dec-2019,191.08,192.105,187.4,189.22,477700
ABTX,06-Dec-2019,36.25,36.5,36.17,36.46,144700
ABUS,06-Dec-2019,2.23,2.3621,2.22,2.29,416100
ACAD,06-Dec-2019,50.51,52.49,50.5,51.4,1876900
ACAM,06-Dec-2019,9.95,10.5,9.95,10.05,5900
ACAMU,06-Dec-2019,10.13,10.13,10.1,10.13,1100
ACAMW,06-Dec-2019,0.67,0.67,0.67,0.67,0
ACBI,06-Dec-2019,18.87,18.99,18.67,18.73,80300
ACER,06-Dec-2019,3.6,3.74,3.59,3.67,38300
ACGL,06-Dec-2019,41.52,41.75,41.15,41.16,1070400
ACGLO,06-Dec-2019,25.45,25.55,25.2726,25.51,18400
ACGLP,06-Dec-2019,25.18,25.2,25.131,25.171,21400
ACHC,06-Dec-2019,32.32,32.86,31.99,32.58,719800
ACHN,06-Dec-2019,6.17,6.22,6.15,6.17,1358500
ACHV,06-Dec-2019,0.9553,0.9553,0.91,0.9101,65500
ACIA,06-Dec-2019,66.61,66.77,66.4,66.67,171500
ACIU,06-Dec-2019,8.32,8.88,8.02,8.78,223400
ACIW,06-Dec-2019,36.54,36.92,36.35,36.41,1067600
ACLS,06-Dec-2019,22.99,23.31,22.7527,22.84,210200
ACMR,06-Dec-2019,14.69,15.58,14.69,15.42,154600
ACNB,06-Dec-2019,35,35.3485,34.7375,34.83,15200
ACOR,06-Dec-2019,1.7,1.76,1.615,1.71,1316900
ACRS,06-Dec-2019,1.63,1.69,1.61,1.66,182800
ACRX,06-Dec-2019,1.85,1.88,1.82,1.87,575800
ACST,06-Dec-2019,1.9,1.94,1.84,1.86,2555500
ACT,06-Dec-2019,24.9311,24.9699,24.9295,24.9546,1800
ACTG,06-Dec-2019,2.95,3.01,2.92,2.935,74700
ACTT,06-Dec-2019,9.95,9.95,9.95,9.95,0
ACTTU,06-Dec-2019,10.3937,10.3937,10.3937,10.3937,200
ACTTW,06-Dec-2019,0.88,0.88,0.88,0.88,200
ACWI,06-Dec-2019,77.82,77.97,77.76,77.87,1684200
ACWX,06-Dec-2019,48.25,48.325,48.22,48.29,1318900
ADAP,06-Dec-2019,1.15,1.19,1.03,1.12,703500
ADBE,06-Dec-2019,306.2,306.745,303.16,306.23,1733100
ADES,06-Dec-2019,10.37,10.66,10.37,10.51,199100
ADI,06-Dec-2019,114.74,116.1,114.4,115.89,2150200
ADIL,06-Dec-2019,1.4,1.66,1.3945,1.51,130500
ADILW,06-Dec-2019,0.09,0.09,0.0885,0.0885,800
ADMA,06-Dec-2019,4.17,4.35,4.07,4.32,834500
ADMP,06-Dec-2019,0.55,0.57,0.55,0.5534,854500
ADMS,06-Dec-2019,6.65,6.72,6.385,6.475,485900
ADP,06-Dec-2019,169.61,170.59,169.505,169.98,1300100
ADPT,06-Dec-2019,29.54,31.27,28.8,29.06,694200
ADRA,06-Dec-2019,33.7371,33.74,33.6882,33.6882,500
ADRD,06-Dec-2019,22.0043,22.01,21.9501,22.01,10200
ADRE,06-Dec-2019,42.21,42.3745,42.18,42.345,13900
ADRO,06-Dec-2019,1.17,1.23,1.14,1.15,989700
ADRU,06-Dec-2019,21.1,21.1,21.1,21.1,0
ADSK,06-Dec-2019,177.93,179.92,176.73,179.32,971300
ADTN,06-Dec-2019,8.93,8.99,8.75,8.86,410100
ADUS,06-Dec-2019,94.34,95.76,94.06,95.41,145600
ADVM,06-Dec-2019,10.63,11.6,10.55,11.43,1022300
