Symbol,Date,Open,High,Low,Close,Volume
AACG,09-Apr-2020,0.876,0.9085,0.8,0.85,22200
AAL,09-Apr-2020,12.64,13.4,11.82,12.51,117592800
AAME,09-Apr-2020,2.15,2.15,1.9759,2.07,2600
AAOI,09-Apr-2020,8.13,8.1912,7.585,7.76,710700
AAON,09-Apr-2020,49.49,50.43,47.64,47.91,269400
AAPL,09-Apr-2020,268.7,270.07,264.7,267.99,40529100
AAWW,09-Apr-2020,24.8,26.65,24.32,25.34,792100
AAXJ,09-Apr-2020,62.04,62.492,61.345,61.35,1119700
AAXN,09-Apr-2020,73.74,76.25,72.6,74.7,443200
ABCB,09-Apr-2020,25.14,27.06,24.85,26.6,416900
ABEO,09-Apr-2020,2.4,2.41,2.25,2.35,1277900
ABIO,09-Apr-2020,3.03,3.2581,2.95,3,38800
ABMD,09-Apr-2020,156.25,160.69,154.6,160.08,501100
ABTX,09-Apr-2020,24.88,27.35,22.96,27.12,89600
ABUS,09-Apr-2020,1.03,1.0888,1,1.03,315000
ACAD,09-Apr-2020,43.22,44,42.31,43.8,864300
ACAM,09-Apr-2020,9.86,9.86,9.86,9.86,16000
ACAMU,09-Apr-2020,9.9,9.9,9.9,9.9,16000
ACAMW,09-Apr-2020,0.45,0.45,0.45,0.45,5300
ACBI,09-Apr-2020,11.41,12.61,11.41,12.48,130000
ACER,09-Apr-2020,2.14,2.14,1.9151,1.97,68600
ACGL,09-Apr-2020,29.33,31.17,29.102,31,2283700
ACGLO,09-Apr-2020,23.18,24.42,23.18,24.1,56100
ACGLP,09-Apr-2020,23.48,24.5,23.4028,24.03,104700
ACHC,09-Apr-2020,23.21,24.19,22.54,22.99,1347000
ACHV,09-Apr-2020,0.334,0.34,0.31,0.322,400700
ACIA,09-Apr-2020,67.57,67.96,66.75,67.24,579600
ACIU,09-Apr-2020,6.73,7.08,6.6433,6.98,101700
ACIW,09-Apr-2020,26.56,27.76,26.16,27.36,606600
ACLS,09-Apr-2020,20.59,20.99,19.17,19.63,302300
ACMR,09-Apr-2020,35.17,35.935,32.4935,33.08,376200
ACNB,09-Apr-2020,26.5,27.87,25.95,26.23,29600
ACOR,09-Apr-2020,1,1.08,0.99,1.07,1240200
ACRS,09-Apr-2020,1.16,1.24,1.11,1.15,282400
ACRX,09-Apr-2020,1.33,1.37,1.26,1.32,578400
ACST,09-Apr-2020,0.38,0.3901,0.3722,0.39,861300
ACT,09-Apr-2020,20.41,20.6,20.168,20.5216,5100
ACTG,09-Apr-2020,2.58,2.66,2.5,2.53,291800
ACWI,09-Apr-2020,66.17,66.93,65.72,66.25,5729500
ACWX,09-Apr-2020,39.05,39.37,38.77,39.09,2391200
ADAP,09-Apr-2020,2.91,3.125,2.83,3.01,361700
ADBE,09-Apr-2020,318.65,320.78,310.79,318.7,3300100
ADES,09-Apr-2020,6.85,7.65,6.43,7.07,329800
ADI,09-Apr-2020,101.34,103.57,97.87,98.79,2806700
ADIL,09-Apr-2020,1.23,1.3,1.23,1.24,38400
ADILW,09-Apr-2020,0.271,0.271,0.271,0.271,0
ADMA,09-Apr-2020,2.8,2.9301,2.61,2.73,2584900
ADMP,09-Apr-2020,0.35,0.355,0.34,0.35,1948300
ADMS,09-Apr-2020,3.15,3.2428,2.84,2.99,233000
ADP,09-Apr-2020,140.23,143.81,139.91,142.52,2683400
ADPT,09-Apr-2020,25.58,26,24.58,25.77,1092200
ADRE,09-Apr-2020,35.03,35.2143,34.59,34.6605,5600
ADRO,09-Apr-2020,2.7,2.88,2.65,2.83,494500
ADSK,09-Apr-2020,160.71,170.8078,160.17,164.9,3705100
ADTN,09-Apr-2020,9.38,9.48,8.55,9.24,424100
ADUS,09-Apr-2020,81.66,83.89,79.81,81.76,249300
ADVM,09-Apr-2020,10.97,11.38,10.13,11.16,1613400
ADXN,09-Apr-2020,6.75,6.75,6.75,6.75,0
ADXS,09-Apr-2020,0.67,0.7,0.67,0.6868,1597500
AEGN,09-Apr-2020,15.74,16.18,15.2,16.09,186300
AEHR,09-Apr-2020,1.42,1.47,1.4,1.45,58300
AEIS,09-Apr-2020,51.74,53.36,50.19,51.62,228400
AEMD,09-Apr-2020,1.36,1.44,1.3,1.35,193300
AERI,09-Apr-2020,13.55,15.36,13.29,15.25,1005400
AESE,09-Apr-2020,1.89,1.99,1.75,1.9001,39400
AEY,09-Apr-2020,2.49,2.59,2.35,2.52,113600
AEYE,09-Apr-2020,4.26,4.4,3.95,4.38,29400
AEZS,09-Apr-2020,0.74,0.74,0.68,0.69,122300
AFH,09-Apr-2020,0.357,0.36,0.3347,0.3562,68900
AFIN,09-Apr-2020,6.75,7.28,6.45,6.94,725400
AFINP,09-Apr-2020,17.44,19.4,17.41,19.4,76100
AFMD,09-Apr-2020,1.98,2.04,1.9,1.99,966300
AFYA,09-Apr-2020,21.48,22.13,20.07,20.69,282700
AGBA,09-Apr-2020,10.17,10.17,10.17,10.17,200
AGBAR,09-Apr-2020,0.17,0.17,0.17,0.17,0
AGBAW,09-Apr-2020,0.06,0.06,0.06,0.06,300
AGEN,09-Apr-2020,2.42,2.54,2.35,2.5,2709200
AGFS,09-Apr-2020,1.86,1.91,1.7606,1.86,71100
AGFSW,09-Apr-2020,0.0084,0.0085,0.007,0.007,15000
AGIO,09-Apr-2020,40.92,42.33,38.795,39.88,539900
AGLE,09-Apr-2020,5.47,5.69,5.06,5.44,118300
AGMH,09-Apr-2020,15.25,15.26,15.02,15.11,2800
AGNC,09-Apr-2020,12.2,12.75,11.64,12.21,25458300
AGNCM,09-Apr-2020,22.55,22.99,22.2,22.36,121400
AGNCN,09-Apr-2020,23,23.49,22.632,22.94,121700
AGNCO,09-Apr-2020,22.79,22.79,21.8,21.89,521500
AGNCP,09-Apr-2020,21.75,21.82,21.1,21.5,643600
AGRX,09-Apr-2020,1.97,2.2,1.87,2.18,2767900
AGTC,09-Apr-2020,3.46,3.7065,3.41,3.625,121600
AGYS,09-Apr-2020,19.5,20.3696,18.64,18.92,398500
AGZD,09-Apr-2020,46.99,46.99,46.7,46.85,36500
AHCO,09-Apr-2020,17.71,18,17.51,17.69,62200
AHPI,09-Apr-2020,16.9,17.06,16.21,16.65,181500
AIA,09-Apr-2020,58.15,58.68,57.5,57.5,357400
AIH,09-Apr-2020,8.44,9.182,8.2691,9.12,167900
AIHS,09-Apr-2020,0.43,0.43,0.3844,0.385,55100
AIKI,09-Apr-2020,0.58,0.6498,0.5611,0.607,1770000
AIMC,09-Apr-2020,21,21.68,20.55,21.32,535900
AIMT,09-Apr-2020,16.32,16.84,15.61,16.02,1481900
AINV,09-Apr-2020,7.73,9.895,7.73,9.58,3489400
AIQ,09-Apr-2020,16.5,16.57,16.29,16.29,8100
AIRG,09-Apr-2020,7.28,7.4,6.75,6.88,43800
AIRR,09-Apr-2020,21.21,21.6779,21.21,21.6779,35400
AIRT,09-Apr-2020,11.35,11.55,11,11.55,6400
AIRTP,09-Apr-2020,19,19,19,19,100
AIRTW,09-Apr-2020,0.12,0.12,0.11,0.115,900
AKAM,09-Apr-2020,97.04,97.79,94.94,95.39,2036600
AKBA,09-Apr-2020,7.16,7.24,6.78,7,871400
AKCA,09-Apr-2020,16.15,16.8,15.75,16.24,171800
AKER,09-Apr-2020,5.87,5.89,4.86,5.13,3065900
AKRO,09-Apr-2020,21.34,24.56,20.86,24.15,157700
AKTS,09-Apr-2020,6.49,7.47,6.429,7.11,2886300
AKTX,09-Apr-2020,1.48,1.54,1.4501,1.5,56900
ALAC,09-Apr-2020,10.5,10.5,10.48,10.49,119000
